SEQKEY,Response,Creative,Marketing Segment,CHANNEL
UB03481066,N,A,13,Web
UB03487154,N,A,13,Email
UB03489465,N,A,13,Email
UB03492972,N,A,13,Email
UB03500410,N,A,10,Web
UB03505963,N,A,1,Direct Mail
UB03511862,N,A,13,Direct Mail
UB03513702,N,A,13,Email
UB03522810,N,A,10,Email
UB03529658,N,A,35,Web
UB03532165,N,A,35,Email
UB03534997,Y,A,10,Email
UB03536810,Y,A,10,Email
UB03540184,N,A,10,Email
UB03546678,N,A,13,Direct Mail
UB03548765,Y,A,13,Web
UB03557063,N,A,13,Email
UB03559028,N,A,13,Email
UB03573730,N,A,35,Email
UB03576899,N,A,7,Email
UB03581154,Y,A,13,Direct Mail
UB03581584,N,A,13,Direct Mail
UB03584356,N,A,13,Web
UB03584414,N,A,13,Email
UB03586260,N,A,13,Web
UB03586575,N,A,13,Web
UB03593456,N,A,35,Email
UB03598091,N,A,13,Direct Mail
UB03599602,N,A,13,Email
UB03602919,N,A,13,Email
UB03603677,N,A,9,Direct Mail
UB03604790,N,A,13,Email
UB03605102,N,A,13,Web
UB03627445,Y,A,13,Web
UB03629359,N,A,13,Email
UB03631140,N,A,13,Direct Mail
UB03637964,N,A,13,Email
UB03648946,N,A,35,Direct Mail
UB03650751,N,A,35,Web
UB03651692,N,A,35,Email
UB03654076,N,A,35,Email
UB03660354,N,A,35,Email
UB03664653,N,A,13,Web
UB03665734,N,A,35,Email
UB03671922,N,A,54,Email
UB03673902,N,A,7,Web
UB03676780,N,A,13,Email
UB03683208,N,A,9,Email
UB03685013,N,A,9,Web
UB03710712,N,A,13,Direct Mail
UB03712973,N,A,13,Direct Mail
UB03715752,N,A,13,Email
UB03721594,N,A,35,Web
UB03724473,N,A,13,Email
UB03729761,N,A,13,Email
UB03736444,N,A,13,Email
UB03743176,N,A,35,Email
UB03746005,N,A,35,Email
UB03748530,N,A,13,Email
UB03750130,N,A,13,Email
UB03750320,N,A,13,Email
UB03751211,Y,A,13,Web
UB03751906,N,A,13,Email
UB03755337,N,A,13,Email
UB03763315,N,A,35,Web
UB03771037,N,A,35,Email
UB03774908,N,A,35,Email
UB03785144,N,A,35,Direct Mail
UB03789971,N,A,13,Email
UB03792744,N,A,35,Email
UB03797990,N,A,35,Email
UB03798915,N,A,35,Web
UB03800430,N,A,35,Email
UB03806080,N,A,35,Web
UB03808433,N,A,13,Direct Mail
UB03810595,N,A,13,Direct Mail
UB03818788,N,A,35,Direct Mail
UB03819687,N,A,35,Email
UB03824695,N,A,35,Direct Mail
UB03825049,N,A,13,Direct Mail
UB03826468,N,A,13,Web
UB03826831,N,A,13,Web
UB03832680,N,A,35,Web
UB03833142,N,A,13,Direct Mail
UB03834991,N,A,35,Direct Mail
UB03843620,N,A,35,Direct Mail
UB03850146,N,A,34,Web
UB03857240,N,A,34,Email
UB03859345,N,A,13,Email
UB03859527,N,A,13,Web
UB03863115,N,A,13,Email
UB03863891,N,A,13,Direct Mail
UB03863917,Y,A,13,Email
UB03872090,N,A,9,Direct Mail
UB03876232,N,A,34,Direct Mail
UB03884517,N,A,13,Web
UB03885209,N,A,13,Email
UB03885712,N,A,35,Direct Mail
UB03890282,N,A,13,Email
UB03892411,N,A,35,Direct Mail
UB03898434,N,A,13,Web
UB03899317,N,A,35,Web
UB03905213,N,A,9,Direct Mail
UB03905627,N,A,34,Web
UB03906278,N,A,35,Email
UB03907268,N,A,35,Direct Mail
UB03907607,N,A,13,Email
UB03907706,N,A,13,Direct Mail
UB03911351,N,A,35,Email
UB03922812,N,A,35,Email
UB03925484,N,A,35,Web
UB03940590,N,A,35,Email
UB03941416,N,A,9,Direct Mail
UB03943420,N,A,35,Email
UB03951621,N,A,13,Email
UB03954955,N,A,13,Direct Mail
UB03956851,N,A,13,Email
UB03958238,N,A,13,Email
UB03960028,N,A,13,Email
UB03963659,N,A,13,Email
UB03967395,N,A,9,Email
UB03967833,N,A,35,Email
UB03976859,Y,A,10,Email
UB03977139,N,A,35,Email
UB03993052,N,A,13,Email
UB04021762,Y,A,33,Email
UB04036729,N,A,9,Email
UB04041604,N,A,35,Web
UB04041620,N,A,35,Email
UB04043659,N,A,9,Email
UB04045118,N,A,35,Direct Mail
UB04053773,N,A,35,Email
UB04057675,N,A,9,Email
UB04067120,N,A,13,Email
UB04071056,Y,A,13,Web
UB04081618,N,A,13,Direct Mail
UB04087862,Y,A,13,Web
UB04088217,Y,A,10,Email
UB04091153,N,A,56,Web
UB04091484,N,A,13,Email
UB04093332,N,A,10,Direct Mail
UB04110615,N,A,35,Email
UB65018756,N,B,7,Web
UB65023731,N,B,7,Email
UB65024416,Y,B,1,Direct Mail
UB65027112,N,B,7,Email
UB65038960,N,B,10,Web
UB65055592,N,B,54,Direct Mail
UB65066649,N,B,7,Email
UB65071003,N,B,54,Web
UB65094161,N,B,10,Email
UB65096851,N,B,7,Direct Mail
UB65112963,Y,B,1,Web
UB65114712,N,B,1,Email
UB65116220,Y,B,1,Email
UB65117285,Y,B,1,Direct Mail
UB65133308,N,B,1,Web
UB65144032,N,B,1,Email
UB65172843,N,B,10,Web
UB65212474,N,B,7,Direct Mail
UB65214181,N,B,7,Email
UB65224669,N,B,54,Email
UB65270555,N,B,54,Direct Mail
UB65281719,N,B,54,Direct Mail
UB65281834,Y,B,54,Web
UB65282592,N,B,54,Direct Mail
UB65292435,N,B,54,Email
UB65297111,N,B,54,Email
UB65316689,N,B,10,Direct Mail
UB65332454,N,B,1,Direct Mail
UB65360505,N,B,54,Email
UB65367617,Y,B,54,Email
UB65367708,N,B,54,Web
UB65368292,N,B,54,Email
UB65368540,Y,B,1,Web
UB65392367,N,B,54,Web
UB65394470,N,B,54,Email
UB65395220,N,B,7,Direct Mail
UB65395295,N,B,7,Email
UB65406241,Y,B,54,Direct Mail
UB65410177,N,B,7,Web
UB65436016,N,B,1,Direct Mail
UB65438798,N,B,7,Email
UB65450918,N,B,1,Web
UB65464497,N,B,7,Email
UB65478042,N,B,1,Web
UB65507899,N,B,1,Direct Mail
UB65508467,N,B,7,Email
UB65517716,N,B,1,Direct Mail
UB65586224,N,B,54,Direct Mail
UB65607814,N,B,54,Direct Mail
UB65610537,N,B,10,Email
UB65654683,N,B,7,Direct Mail
UB65680746,N,B,10,Direct Mail
UB65702789,N,B,7,Direct Mail
UB65704371,Y,B,7,Web
UB65718264,N,B,54,Direct Mail
UB65729170,N,B,7,Email
UB65731325,N,B,7,Web
UB65731408,N,B,7,Web
UB65733768,N,B,10,Email
UB65737363,N,B,10,Email
UB65752974,N,B,1,Web
UB65774739,N,B,1,Direct Mail
UB65775470,N,B,54,Email
UB65776510,N,B,1,Direct Mail
UB65781270,N,B,1,Web
UB65818361,N,B,54,Email
UB65832941,N,B,10,Email
UB65836686,N,B,54,Email
UB65847097,N,B,54,Email
UB65847907,N,B,54,Email
UB65849879,N,B,10,Email
UB65857468,N,B,1,Direct Mail
UB65860082,N,B,54,Email
UB65861692,N,B,54,Direct Mail
UB65881781,N,B,1,Direct Mail
UB65881948,N,B,10,Direct Mail
UB65904880,N,B,10,Email
UB65905812,N,B,10,Direct Mail
UB65915852,N,B,54,Direct Mail
UB65929416,N,B,10,Email
UB65932477,N,B,1,Direct Mail
UB65941486,N,B,54,Email
UB65943078,N,B,54,Direct Mail
UB65951865,N,B,10,Web
UB65955676,N,B,54,Email
UB65964751,N,B,54,Email
UB66002726,N,B,1,Email
UB66020033,N,B,1,Direct Mail
UB66030453,N,B,54,Email
UB66032103,N,B,54,Web
UB66033416,N,B,10,Direct Mail
UB66041146,N,B,7,Email
UB66041716,N,B,1,Email
UB66048398,Y,B,54,Web
UB66048414,N,B,54,Email
UB66049321,Y,B,1,Direct Mail
UB66051806,N,B,54,Direct Mail
UB66065582,N,B,1,Web
UB66079310,N,B,10,Email
UB66104100,N,B,54,Email
UB66112715,N,B,7,Direct Mail
UB66151473,N,B,54,Direct Mail
UB66155599,N,B,54,Direct Mail
UB66158445,N,B,54,Direct Mail
UB66161407,N,B,10,Web
UB66191289,N,B,1,Email
UB66210329,N,B,7,Email
UB66210451,Y,B,1,Direct Mail
UB66215294,N,B,54,Web
UB66217324,N,B,7,Direct Mail
UB66242025,N,B,54,Email
UB66250366,N,B,1,Email
UB66250424,N,B,1,Web
UB66262064,N,B,1,Direct Mail
UB66275892,N,B,10,Web
UB66281098,N,B,10,Email
UB66290552,N,B,10,Email
UB66296419,N,B,54,Direct Mail
UB66303207,N,B,54,Email
UB66316985,N,B,54,Email
UB66319849,N,B,1,Direct Mail
UB66328485,N,B,54,Email
UB66338088,N,B,1,Email
UB66350372,N,B,10,Email
UB66352394,N,B,10,Email
UB66353582,N,B,54,Email
UB66356205,N,B,1,Web
UB66358797,N,B,1,Web
UB66382151,N,B,10,Web
UB66391608,N,B,10,Email
UB66394115,N,B,54,Email
UB66419730,N,B,7,Web
UB66421462,N,B,7,Direct Mail
UB66466194,N,B,54,Direct Mail
UB66497207,N,B,1,Web
UB66503640,Y,B,1,Direct Mail
UB66511866,N,B,54,Email
UB66532458,N,B,7,Direct Mail
UB66547019,N,B,54,Email
UB66552217,N,B,7,Email
UB66563818,N,B,7,Email
UB66565425,N,B,7,Direct Mail
UB66610320,N,B,10,Direct Mail
UB66621376,N,B,7,Direct Mail
UB66685603,N,B,54,Email
UB66708264,N,B,54,Web
UB66722786,N,B,54,Web
UB66725276,N,B,7,Direct Mail
UB66729633,N,B,54,Direct Mail
UB66747296,N,B,10,Direct Mail
UB66774043,N,B,1,Email
UB66782194,N,B,7,Email
UB66788225,N,B,1,Email
UB66804915,N,B,54,Direct Mail
UB66806290,N,B,54,Direct Mail
UB66807660,N,B,1,Email
UB66818444,N,B,54,Direct Mail
UB66822297,N,B,1,Direct Mail
UB66857327,N,B,7,Email
UB66866724,N,B,54,Email
UB66874157,N,B,54,Direct Mail
UB66874181,N,B,54,Email
UB66880105,N,B,1,Web
UB66896739,N,B,54,Email
UB66904020,N,B,1,Web
UB66906058,N,B,1,Direct Mail
UB66916677,N,B,54,Direct Mail
UB66922899,N,B,54,Direct Mail
UB66933797,N,B,10,Email
UB66955253,N,B,1,Direct Mail
UB66963976,N,B,7,Direct Mail
UB67000596,N,B,54,Web
UB67000828,N,B,54,Direct Mail
UB67032474,N,B,54,Web
UB67047530,N,B,1,Email
UB67048116,N,B,54,Direct Mail
UB67051474,N,B,1,Email
UB67058792,N,B,7,Web
UB67063982,N,B,7,Email
UB67064931,N,B,54,Email
UB67072918,N,B,54,Direct Mail
UB67100511,N,B,7,Direct Mail
UB67103689,N,B,1,Email
UB67105759,N,B,7,Email
UB67111880,N,B,1,Web
UB67119677,N,B,7,Email
UB67120998,N,B,1,Email
UB67147470,N,B,1,Direct Mail
UB67150474,Y,B,1,Email
UB67155226,Y,B,1,Web
UB67170902,Y,B,1,Email
UB67171504,Y,B,1,Email
UB67187567,N,B,10,Direct Mail
UB67209403,N,B,54,Web
UB67211151,N,B,10,Web
UB67213462,N,B,54,Email
UB67229351,N,B,54,Email
UB67232983,N,B,54,Email
UB67235945,N,B,1,Direct Mail
UB67248443,N,B,1,Email
UB67273649,N,B,10,Email
UB67290791,N,B,10,Email
UB67333948,N,B,7,Email
UB67346064,N,B,7,Web
UB67353656,N,B,54,Email
UB67355396,N,B,54,Web
UB67366310,N,B,54,Email
UB67369355,N,B,10,Web
UB67371880,N,B,1,Web
UB67380097,N,B,54,Email
UB67385443,N,B,7,Email
UB67406603,N,B,54,Direct Mail
UB67424085,N,B,54,Email
UB67439240,N,B,1,Email
UB67454785,N,B,7,Email
UC00012773,N,C,15,Email
UC00016980,N,C,1,Email
UC00033787,Y,C,16,Direct Mail
UC00046193,N,C,1,Direct Mail
UC00061622,N,C,16,Email
UC00065995,N,C,17,Email
UC00072009,N,C,14,Email
UC00076398,N,C,54,Email
UC00088682,N,C,54,Email
UC00108001,N,C,17,Email
UC00120220,N,C,58,Email
UC00136390,N,C,54,Email
UC00144477,N,C,58,Email
UC00168161,N,C,16,Direct Mail
UC00185710,Y,C,7,Email
UC00242388,N,C,4,Email
UC00264655,N,C,7,Email
UC00275941,N,C,4,Email
UC00277707,N,C,4,Direct Mail
UC00279935,N,C,58,Email
UC00284067,N,C,1,Email
UC00292136,N,C,17,Email
UC00294280,N,C,1,Direct Mail
UC00342550,N,C,4,Direct Mail
UC00346692,N,C,58,Email
UC00347906,N,C,4,Email
UC00353573,N,C,58,Direct Mail
UC00356634,Y,C,4,Direct Mail
UC00376558,N,C,11,Web
UC00385559,N,C,11,Web
UC00388413,N,C,1,Email
UC00417089,N,C,1,Direct Mail
UC00421792,N,C,11,Email
UC00423707,N,C,58,Email
UC00425306,N,C,11,Web
UC00430231,N,C,4,Direct Mail
UC00445528,N,C,54,Email
UC00476069,N,C,54,Email
UC00493247,N,C,4,Email
UC00510701,N,C,4,Email
UC00516393,Y,C,11,Web
UC00542167,Y,C,1,Direct Mail
UC00545939,N,C,1,Email
UC00549048,Y,C,54,Email
UC00553834,N,C,17,Direct Mail
UC00557801,N,C,54,Web
UC00567222,N,C,4,Email
UC00573766,N,C,54,Direct Mail
UC00600536,N,C,54,Email
UC00611673,N,C,54,Email
UC00619643,N,C,54,Email
UC00626580,N,C,16,Direct Mail
UC00629279,N,C,54,Email
UC00630426,N,C,58,Email
UC00649731,N,C,54,Direct Mail
UC00656447,N,C,58,Email
UC00667881,N,C,54,Email
UC00671990,N,C,15,Direct Mail
UC00682328,N,C,15,Email
UC00692731,N,C,15,Web
UC00711853,N,C,54,Email
UC00712315,N,C,17,Direct Mail
UC00739169,N,C,54,Web
UC00756882,N,C,7,Direct Mail
UC00762526,N,C,16,Web
UC00812743,N,C,54,Direct Mail
UC00823724,N,C,15,Email
UC00844092,N,C,14,Web
UC00852939,N,C,54,Web
UC00855114,N,C,16,Web
UC00855536,N,C,54,Web
UC00855700,N,C,11,Direct Mail
UC00868497,N,C,7,Email
UC00871624,N,C,54,Direct Mail
UC00882688,N,C,14,Direct Mail
UC00908426,N,C,11,Web
UC00942615,N,C,15,Direct Mail
UC00942714,N,C,11,Direct Mail
UC00942748,N,C,11,Direct Mail
UC00970939,N,C,7,Direct Mail
UC00995787,N,C,7,Direct Mail
UC01000843,N,C,14,Direct Mail
UC01007681,N,C,11,Direct Mail
UC01026343,N,C,14,Web
UC01036862,N,C,11,Direct Mail
UC01043884,N,C,14,Email
UC01045582,N,C,11,Email
UC01068535,Y,C,54,Web
UC01092444,N,C,7,Direct Mail
UC01112002,N,C,1,Email
UC01118264,N,C,7,Web
UC01127083,Y,C,16,Web
UC01186931,N,C,54,Direct Mail
UC01203819,Y,C,16,Email
UC01232792,N,C,54,Direct Mail
UC01246073,N,C,54,Web
UC01246644,N,C,14,Email
UC01269505,N,C,1,Email
UC01275106,N,C,15,Email
UC01276500,Y,C,7,Direct Mail
UC01291715,N,C,56,Email
UC01305788,N,C,56,Direct Mail
UC01323716,N,C,16,Email
UC01374560,N,C,1,Direct Mail
UC01403013,N,C,56,Direct Mail
UC01404052,N,C,1,Web
UC01431261,N,C,7,Direct Mail
UC01436955,Y,C,1,Email
UC01462670,N,C,16,Email
UC01464163,N,C,15,Email
UC01464346,Y,C,16,Direct Mail
UC01481290,N,C,56,Email
UC01484120,N,C,15,Email
UC01527084,N,C,15,Email
UC01527738,N,C,16,Direct Mail
UC01536622,N,C,14,Email
UC01574391,N,C,1,Web
UC01593938,N,C,15,Direct Mail
UC01602168,Y,C,16,Web
UC01606839,N,C,7,Email
UC01606953,N,C,15,Email
UC01613199,N,C,15,Email
UC01614106,N,C,15,Direct Mail
UC01619287,N,C,15,Email
UC01627181,N,C,16,Direct Mail
UC01629757,N,C,16,Email
UC01669621,N,C,16,Web
UC01670462,N,C,16,Email
UC01670660,N,C,16,Email
UC01694751,N,C,15,Direct Mail
UC01700038,N,C,15,Direct Mail
UC01729243,N,C,1,Direct Mail
UC01733930,N,C,5,Email
UC01735497,N,C,5,Email
UC01749522,N,C,5,Email
UC01777515,N,C,5,Direct Mail
UC01782093,N,C,16,Direct Mail
UC01792357,N,C,54,Email
UC01808815,N,C,16,Email
UC01809557,N,C,16,Direct Mail
UC01814599,N,C,16,Email
UC01816529,N,C,16,Web
UC01826882,N,C,16,Direct Mail
UC01828466,N,C,5,Email
UC01857937,N,C,15,Email
UC01859123,N,C,15,Email
UC01861830,N,C,5,Web
UC01863216,N,C,15,Email
UC01876119,N,C,11,Email
UC01877380,N,C,15,Direct Mail
UC01916618,N,C,11,Direct Mail
UC01918358,N,C,11,Email
UC01940089,N,C,11,Email
UC01973130,N,C,11,Email
UC01975853,N,C,17,Email
UC01980127,N,C,11,Email
UC01995927,N,C,14,Web
UC02037091,N,C,17,Direct Mail
UC02037711,N,C,16,Email
UC02040764,N,C,11,Direct Mail
UC02041754,N,C,16,Email
UC02045151,N,C,16,Direct Mail
UC02046795,N,C,16,Email
UC02048536,N,C,16,Email
UC02053767,N,C,16,Email
UC02065373,N,C,1,Direct Mail
UC02072783,N,C,11,Direct Mail
UC02093953,N,C,54,Email
UC02097889,Y,C,1,Direct Mail
UC02121929,N,C,15,Direct Mail
UC02123982,N,C,14,Direct Mail
UC02140218,N,C,7,Web
UC02144426,N,C,54,Direct Mail
UC02148401,N,C,54,Web
UC02157048,N,C,11,Direct Mail
UC02161693,N,C,54,Direct Mail
UC02181949,N,C,1,Email
UC02187334,N,C,15,Web
UC02195402,N,C,17,Email
UC02201572,N,C,11,Direct Mail
UC02201622,N,C,11,Email
UC02206134,Y,C,17,Direct Mail
UC02218543,N,C,15,Email
UC02229680,N,C,16,Direct Mail
UC02230712,N,C,16,Email
UC02231363,N,C,16,Email
UC02232650,N,C,16,Email
UC02239945,Y,C,54,Web
UC02245884,N,C,17,Direct Mail
UC02253706,N,C,54,Email
UC02257053,N,C,16,Web
UC02292225,N,C,16,Direct Mail
UC02306827,N,C,17,Email
UC02330249,N,C,7,Web
UC02334795,N,C,17,Web
UC02336923,N,C,15,Email
UC02361962,N,C,15,Direct Mail
UC02369353,N,C,54,Direct Mail
UC02371425,N,C,17,Direct Mail
UC02374841,N,C,17,Email
UC02379766,Y,C,54,Email
UC02381507,N,C,54,Direct Mail
UC02384667,N,C,15,Direct Mail
UC02415305,N,C,15,Direct Mail
UC02450245,N,C,15,Direct Mail
UC02473486,N,C,7,Direct Mail
UC02483972,N,C,7,Direct Mail
UC02490811,N,C,7,Direct Mail
UC02516839,N,C,14,Web
UC02520435,N,C,54,Email
UC02520500,N,C,54,Direct Mail
UC02529287,N,C,16,Email
UC02550465,N,C,16,Direct Mail
UC02552065,N,C,16,Direct Mail
UC02569663,N,C,16,Direct Mail
UC02572469,N,C,15,Direct Mail
UC02572568,N,C,16,Direct Mail
UC02573889,N,C,17,Direct Mail
UC02574044,N,C,14,Web
UC02588796,N,C,54,Direct Mail
UC02634681,N,C,11,Email
UC02662898,N,C,17,Direct Mail
UC02682466,N,C,54,Direct Mail
UC02688356,N,C,11,Direct Mail
UC02690162,Y,C,11,Web
UC02691673,N,C,1,Web
UC02698843,N,C,11,Web
UC02705697,N,C,1,Direct Mail
UC02713493,N,C,54,Email
UC02719870,N,C,1,Web
UC02726537,N,C,1,Email
UC02750024,N,C,14,Email
UC02763001,N,C,54,Email
UC02770980,N,C,1,Email
UC02773752,N,C,54,Direct Mail
UC02783850,N,C,1,Direct Mail
UC02795847,N,C,54,Direct Mail
UC02801983,N,C,7,Web
UC02852770,Y,C,54,Email
UC02874253,N,C,17,Email
UC02883676,N,C,14,Web
UC02907913,N,C,54,Direct Mail
UC02919496,N,C,17,Email
UC02926590,N,C,54,Direct Mail
UC02943025,N,C,14,Web
UC02945970,Y,C,1,Direct Mail
UC02999902,N,C,17,Email
UC03002250,N,C,1,Direct Mail
UC03010436,N,C,54,Email
UC03029360,N,C,17,Email
UC03057056,N,C,17,Email
UC03066701,N,C,11,Direct Mail
UC03084530,N,C,1,Direct Mail
UC03085685,N,C,11,Email
UC03144425,N,C,7,Direct Mail
UC03150430,N,C,7,Web
UC03158078,N,C,7,Email
UC03189925,N,C,17,Web
UC03196417,N,C,54,Web
UC03237039,N,C,14,Email
UC03247053,N,C,7,Web
UC03287588,N,C,7,Email
UC03297751,N,C,54,Web
UC03314960,N,C,1,Email
UC03352184,N,C,17,Email
UC03352432,N,C,1,Direct Mail
UC03355641,N,C,17,Direct Mail
UC03358553,N,C,7,Email
UC03390366,N,C,1,Email
UC03402948,N,C,15,Web
UC03427440,Y,C,16,Web
UC03456100,N,C,54,Direct Mail
UC03466133,N,C,1,Direct Mail
UC03467081,N,C,11,Direct Mail
UC03474566,N,C,15,Web
UC03484292,Y,C,1,Email
UC03485943,N,C,1,Web
UC03494168,N,C,11,Direct Mail
UC03554771,N,C,56,Email
UC03558186,N,C,56,Web
UC03563087,N,C,54,Email
UC03593647,N,C,54,Direct Mail
UC03596715,N,C,56,Web
UC03598687,N,C,54,Email
UC03600491,N,C,54,Email
UC03602513,N,C,54,Web
UC03604675,N,C,7,Direct Mail
UC03607827,N,C,14,Email
UC03609450,N,C,14,Web
UC03620358,N,C,56,Email
UC03642972,N,C,56,Email
UC03644804,N,C,56,Direct Mail
UC03657509,N,C,54,Email
UC03674587,N,C,54,Email
UC03705159,N,C,14,Web
UC03710902,N,C,54,Email
UC03754231,N,C,7,Direct Mail
UC03765534,N,C,1,Email
UC03771813,N,C,7,Direct Mail
UC03786324,N,C,14,Direct Mail
UC03791233,N,C,7,Web
UC03792959,N,C,7,Web
UC03800612,N,C,7,Direct Mail
UC03808235,N,C,54,Email
UC03822830,N,C,11,Web
UC03824596,N,C,11,Direct Mail
UC03852134,N,C,11,Direct Mail
UC03860517,N,C,14,Email
UC03873650,N,C,14,Email
UC03900768,N,C,1,Direct Mail
UC03916400,N,C,1,Direct Mail
UC03963741,N,C,11,Direct Mail
UC03989746,Y,C,1,Web
UC04043543,N,C,5,Email
UC04052973,N,C,7,Email
UC04069738,N,C,5,Direct Mail
UC04071528,N,C,5,Email
UC04080420,N,C,5,Direct Mail
UC04086567,N,C,7,Direct Mail
UC04095683,N,C,14,Email
UC04100871,N,C,57,Email
UC04104352,N,C,57,Email
UC04111100,N,C,14,Direct Mail
UC04114203,N,C,54,Direct Mail
UC04135166,N,C,54,Email
UC04142444,N,C,14,Web
UC04152922,N,C,54,Email
UC04161071,N,C,5,Email
UC04165908,N,C,54,Direct Mail
UC04168118,N,C,5,Email
UC04174108,N,C,7,Direct Mail
UC04178489,N,C,5,Web
UC04204772,N,C,5,Direct Mail
UC04205886,N,C,14,Web
UC04211629,N,C,11,Email
UC04212569,N,C,11,Email
UC04226619,Y,C,7,Direct Mail
UC04227203,N,C,54,Direct Mail
UC04232989,Y,C,5,Direct Mail
UC04255196,N,C,1,Direct Mail
UC04261053,N,C,5,Direct Mail
UC04270468,N,C,14,Email
UC04276325,Y,C,1,Direct Mail
UC04288957,N,C,1,Email
UC04289898,N,C,7,Web
UC04331963,Y,C,1,Email
UC04372785,N,C,1,Direct Mail
UC04380143,N,C,5,Direct Mail
UC04386801,N,C,1,Email
UC04389052,N,C,5,Direct Mail
UC04410973,N,C,7,Web
UC04424909,N,C,54,Web
UC04427761,Y,C,11,Web
UC04440715,N,C,1,Direct Mail
UC04448494,N,C,1,Email
UC04472775,Y,C,11,Direct Mail
UC04496121,N,C,57,Direct Mail
UC04500328,N,C,1,Web
UC04504890,N,C,57,Email
UC04529103,N,C,1,Direct Mail
UC04578241,N,C,11,Web
UC04588901,N,C,14,Email
UC04614830,N,C,54,Direct Mail
UC04616348,N,C,54,Email
UC04627808,N,C,7,Email
UC04631552,N,C,54,Email
UC04640611,N,C,7,Email
UC04652830,N,C,7,Email
UC04657714,N,C,11,Email
UC04662367,N,C,7,Direct Mail
UC04663324,N,C,11,Web
UC04681870,N,C,54,Direct Mail
UC04710828,N,C,14,Email
UC04718557,N,C,54,Direct Mail
UC04728010,N,C,1,Email
UC04732418,Y,C,1,Direct Mail
UC04732624,N,C,11,Direct Mail
UC04740023,N,C,1,Email
UC04755773,Y,C,1,Email
UC04775409,N,C,7,Web
UC04775581,N,C,14,Direct Mail
UC04781365,N,C,11,Direct Mail
UC04792339,N,C,7,Web
UC04810677,N,C,11,Direct Mail
UC04816930,N,C,14,Email
UC04862991,N,C,14,Direct Mail
UC04877940,N,C,54,Direct Mail
UC04905022,N,C,11,Direct Mail
UC04906210,N,C,54,Email
UC04906780,N,C,11,Email
UC04917456,N,C,1,Direct Mail
UC04958211,N,C,1,Email
UC04968244,N,C,11,Email
UC04973277,N,C,1,Direct Mail
UC04979548,N,C,11,Email
UC05023189,N,C,54,Web
UC05024393,N,C,54,Web
UC05026273,N,C,54,Direct Mail
UC05062427,N,C,11,Direct Mail
UC05062849,N,C,54,Email
UC05068317,N,C,11,Direct Mail
UC05076369,N,C,54,Email
UC05097118,N,C,54,Web
UC05118633,N,C,54,Direct Mail
UC05128566,N,C,54,Email
UC05129903,N,C,7,Direct Mail
UC05132931,N,C,54,Web
UC05139001,N,C,7,Direct Mail
UC05148192,N,C,54,Web
UC05150453,N,C,11,Direct Mail
UC05164876,N,C,14,Direct Mail
UC05195003,N,C,11,Direct Mail
UC05200845,N,C,54,Direct Mail
UC05204177,N,C,54,Email
UC05207303,N,C,11,Direct Mail
UC05208988,N,C,54,Direct Mail
UC05212097,N,C,54,Direct Mail
UC05263629,N,C,11,Web
UC05271101,N,C,14,Direct Mail
UC05283940,N,C,54,Email
UC05308705,N,C,11,Web
UC05317870,N,C,54,Email
UC05334057,Y,C,4,Email
UC05335294,N,C,11,Direct Mail
UC05343561,N,C,54,Web
UC05347414,N,C,11,Direct Mail
UC05354709,N,C,54,Direct Mail
UC05369376,N,C,4,Email
UC05371182,N,C,4,Direct Mail
UC05371505,N,C,11,Email
UC05374145,N,C,11,Web
UC05386891,N,C,11,Web
UC05451240,N,C,54,Direct Mail
UC05453212,N,C,1,Direct Mail
UC05458005,N,C,54,Web
UC05496971,N,C,7,Direct Mail
UC05496997,N,C,7,Web
UC05511639,N,C,14,Web
UC05529417,N,C,14,Email
UC05531595,N,C,11,Direct Mail
UC05540240,N,C,11,Email
UC05541891,N,C,1,Web
UC05562657,N,C,11,Web
UC05576426,N,C,7,Email
UC05623517,N,C,11,Web
UC05634688,N,C,14,Email
UC05658935,N,C,11,Email
UC05664594,N,C,14,Email
UC05665542,N,C,14,Direct Mail
UC05668439,N,C,7,Email
UC05691910,Y,C,11,Web
UC05692801,N,C,54,Email
UC05841952,Y,C,4,Email
UC05858444,N,C,54,Direct Mail
UC05862941,N,C,4,Email
UC05869946,N,C,4,Web
UC05873963,N,C,54,Direct Mail
UC05875232,N,C,4,Email
UC05899760,N,C,5,Direct Mail
UC05918123,N,C,7,Email
UC05946892,N,C,5,Web
UC05948740,Y,C,5,Direct Mail
UC05966338,N,C,54,Direct Mail
UC05977798,N,C,11,Direct Mail
UC05978473,N,C,7,Email
UC05993431,N,C,11,Direct Mail
UC06002778,N,C,5,Direct Mail
UC06003156,Y,C,11,Email
UC06013841,N,C,7,Email
UC06014377,N,C,54,Email
UC06016950,N,C,11,Direct Mail
UC06017743,N,C,7,Direct Mail
UC06024863,N,C,54,Direct Mail
UC06035679,N,C,7,Email
UC06037675,N,C,5,Web
UC06056758,Y,C,5,Email
UC06056998,N,C,11,Email
UC06058572,N,C,54,Web
UC06064661,N,C,56,Direct Mail
UC06068050,N,C,56,Email
UC06069876,N,C,56,Direct Mail
UC06082671,N,C,1,Direct Mail
UC06106553,N,C,57,Email
UC06116933,Y,C,56,Direct Mail
UC06118087,N,C,54,Email
UC06121909,N,C,1,Email
UC06122667,N,C,54,Email
UC06125918,N,C,11,Email
UC06143010,N,C,57,Email
UC06154132,N,C,1,Email
