SEQKEY;Response;Creative;Marketing Segment;CHANNEL
V11068494114;N;E;12;Web
V1106867067;Y;E;51;Direct Mail
V11071282515;N;E;12;Web
V1107215377;N;E;12;Direct Mail
V11076769619;N;E;12;Email
V11077243110;N;E;51;Direct Mail
V1107924051;N;E;53;Direct Mail
V1107950108;N;E;51;Email
V1107974202;N;E;51;Direct Mail
V1108154532;N;E;12;Direct Mail
V1108156512;N;E;51;Direct Mail
V1108191581;N;E;12;Web
V11082190715;N;E;12;Direct Mail
V11082565016;N;E;12;Email
V1108356263;N;E;25;Direct Mail
V1108475893;N;E;47;Email
V11085373610;N;E;51;Web
V1108610777;N;E;12;Direct Mail
V11086131717;N;E;12;Email
V11086144019;N;E;12;Email
V1108622738;N;E;51;Direct Mail
V1108692943;N;E;53;Email
V1108713995;N;E;37;Web
V1108765391;N;E;12;Email
V11088590210;N;E;12;Web
V1109080506;N;E;51;Direct Mail
V11091528716;N;E;51;Email
V11091669917;N;E;12;Direct Mail
V11091701020;N;E;53;Email
V11092225915;N;E;12;Web
V1109224655;N;E;53;Direct Mail
V11092804120;N;E;12;Email
V1109281404;N;E;53;Direct Mail
V11092817314;N;E;53;Direct Mail
V11093407210;N;E;51;Direct Mail
V11093442910;N;E;12;Email
V1109346768;Y;E;51;Direct Mail
V1109354346;N;E;12;Direct Mail
V11093836213;N;E;51;Direct Mail
V11094202617;N;E;12;Email
V11095139913;N;E;12;Direct Mail
V11095290020;N;E;12;Email
V11095776819;N;E;12;Email
V1109629667;N;E;47;Direct Mail
V11096623118;N;E;12;Direct Mail
V11096632212;N;E;12;Direct Mail
V1109716373;N;E;51;Email
V1109721308;N;E;12;Direct Mail
V11097492010;N;E;51;Direct Mail
V1109751093;N;E;51;Email
V1109849035;N;E;12;Web
V11098595910;N;E;51;Email
V1110083895;N;E;38;Email
V11101082312;N;E;12;Web
V11102071520;N;E;12;Web
V1110225965;N;E;12;Direct Mail
V1110307559;N;E;50;Email
V1110351276;N;E;12;Web
V1110620486;N;E;12;Email
V11106617118;N;E;51;Web
V1110727994;N;E;51;Direct Mail
V1110859163;N;E;47;Email
V1111051445;N;E;12;Email
V11112907816;N;E;47;Email
V11114022416;N;E;53;Email
V1112078174;N;E;12;Direct Mail
V1112782146;N;E;47;Direct Mail
V11132278014;N;E;51;Direct Mail
V1113296037;N;E;51;Email
V1113303539;N;E;12;Email
V1113323187;N;E;12;Email
V11134532820;N;E;51;Email
V11137374216;N;E;12;Email
V11137725511;N;E;12;Direct Mail
UB000031036;N;A;13;Direct Mail
UB0000407718;N;A;7;Email
UB000059009;N;A;7;Direct Mail
UB0000660117;N;A;13;Email
UB0000822714;N;A;35;Direct Mail
UB000249437;N;A;31;Email
UB000293487;N;A;13;Email
UB0004364616;N;A;35;Email
UB0004847018;N;A;13;Web
UB000485122;Y;A;13;Direct Mail
UB0004901515;N;A;54;Email
UB0005188810;N;A;13;Web
UB000520431;N;A;13;Direct Mail
UB000525719;N;A;54;Direct Mail
UB000550383;N;A;35;Direct Mail
UB000626615;N;A;35;Email
UB000658059;N;A;13;Web
UB000677932;N;A;13;Web
UB000701108;N;A;31;Web
UB0007035915;N;A;31;Direct Mail
UB000755564;N;A;31;Email
UB000903652;N;A;32;Email
UB001001496;N;A;35;Direct Mail
UB001021452;N;A;13;Web
UB0010462012;N;A;31;Email
UB0010700320;N;A;35;Email
UB0012004813;N;A;31;Email
UB001216657;N;A;31;Web
UB0012473511;N;A;13;Direct Mail
UB0012482616;N;A;13;Direct Mail
UB0013147413;N;A;13;Web
UB0013520211;Y;A;13;Direct Mail
UB001371582;N;A;35;Web
UB0013732318;Y;A;1;Web
UB001523486;N;A;13;Email
UB0015311410;N;A;54;Email
UB0015891518;N;A;54;Direct Mail
UB001603745;N;A;54;Direct Mail
UB0016232111;N;A;54;Direct Mail
UB0017240320;N;A;7;Web
UB0017580219;N;A;7;Web
UB0018140413;N;A;7;Web
UB001845156;N;A;32;Direct Mail
UB001910235;N;A;13;Email
UB0019157713;N;A;54;Web
UB001927248;N;A;31;Direct Mail
UB0019473817;N;A;32;Email
UB0019573516;N;A;13;Email
UB0019865518;N;A;7;Email
UB002025239;N;A;13;Email
UB002029942;N;A;13;Email
UB002093387;N;A;13;Direct Mail
UB002096277;N;A;35;Web
UB0020972612;Y;A;13;Email
UB002124568;N;A;31;Email
UB002133222;N;A;13;Web
UB0021834719;N;A;13;Email
UB0021867719;N;A;54;Direct Mail
UB002244857;N;A;54;Direct Mail
UB0023598611;N;A;31;Direct Mail
UB002446408;N;A;35;Email
UB0024638911;N;A;31;Web
UB0025155313;N;A;35;Email
UB0025275919;N;A;35;Direct Mail
UB0026265919;N;A;54;Email
UB0026803718;Y;A;1;Web
UB002737146;N;A;13;Web
UB0027523018;N;A;35;Direct Mail
UB002811886;N;A;54;Direct Mail
UB002835721;N;A;54;Email
UB002899001;N;A;31;Email
UB0029066818;N;A;35;Email
UB0029290411;N;A;13;Direct Mail
UB002946377;N;A;13;Direct Mail
UB0029692113;N;A;31;Email
UB002994043;N;A;13;Web
UB0030833810;N;A;35;Email
UB0031110013;N;A;1;Email
UB0031174619;N;A;35;Web
UB003126786;N;A;1;Email
UB003209458;N;A;13;Direct Mail
UB003227276;N;A;13;Direct Mail
UB0032323814;N;A;13;Email
UB003234365;N;A;32;Email
UB003262985;N;A;13;Direct Mail
UB003272393;N;A;35;Direct Mail
UB0032730418;N;A;35;Email
UB003360164;N;A;32;Direct Mail
UB0034492916;N;A;13;Direct Mail
UB0034753420;N;A;13;Web
UB0035178316;N;A;13;Direct Mail
UB0035358116;N;A;13;Web
UB0036160014;Y;A;13;Direct Mail
UB003770024;Y;A;13;Web
UB0038308311;N;A;35;Web
UB003858315;N;A;35;Direct Mail
UB0039106020;N;A;35;Web
UB003968871;N;A;35;Email
UB0039873514;N;A;35;Email
UB0040094519;N;A;35;Email
UB0040340210;Y;A;1;Email
UB004053999;N;A;1;Web
UB004087324;N;A;7;Direct Mail
UB004387133;N;A;54;Email
UB004413297;N;A;13;Web
UB0044603910;N;A;13;Email
UB0044771413;Y;A;13;Direct Mail
UB004481424;N;A;13;Web
UB004497444;N;A;13;Web
UB004517653;Y;A;13;Email
UB004574654;N;A;1;Direct Mail
UB004624574;N;A;54;Direct Mail
UB004689757;Y;A;13;Email
UB004714906;N;A;13;Direct Mail
UB0047610115;N;A;13;Email
UB0047847920;N;A;13;Direct Mail
UB0048329717;N;A;13;Web
UB0048427917;N;A;35;Email
UB0048633216;N;A;35;Email
UB0048820512;N;A;35;Web
UB004899714;N;A;35;Email
UB0049535812;N;A;35;Direct Mail
UB0050562820;N;A;35;Email
UB0051131111;N;A;35;Email
UB0051540319;N;A;35;Web
UB005155024;Y;A;35;Direct Mail
UB0051565014;N;A;35;Email
UB005204602;N;A;31;Email
UB005280758;N;A;35;Direct Mail
UB0053742313;N;A;35;Email
UB005378603;N;A;13;Direct Mail
UB005379021;N;A;13;Web
UB0054868520;N;A;13;Direct Mail
UB005502512;N;A;13;Web
UB0055028519;N;A;13;Direct Mail
UB005516225;N;A;54;Direct Mail
UB0055207516;N;A;35;Direct Mail
UB005576869;N;A;13;Direct Mail
UB0055894018;N;A;35;Web
UB005750012;N;A;13;Email
UB0057558911;N;A;13;Web
UB0057593616;N;A;1;Email
UB0058143913;N;A;13;Web
UB005835267;N;A;13;Direct Mail
UB0059356618;N;A;35;Web
UB0059412714;N;A;13;Email
UB005965026;N;A;13;Direct Mail
UB0060252419;N;A;35;Email
UB0060929715;N;A;35;Email
UB006178038;N;A;13;Email
UB006269864;N;A;35;Web
UB006310853;N;A;35;Direct Mail
UB006322242;N;A;35;Email
UB0063377617;N;A;13;Email
UB006354829;N;A;13;Direct Mail
UB0063611814;N;A;35;Direct Mail
UB006371087;N;A;13;Email
UB0063983110;N;A;35;Email
UB006436509;N;A;13;Direct Mail
UB006478185;N;A;35;Email
UB0066078714;N;A;1;Direct Mail
UB006636582;N;A;35;Email
UB006639713;N;A;35;Email
UB006670634;N;A;13;Web
UB006910147;N;A;13;Email
UB0069105515;Y;A;13;Direct Mail
UB0069135219;N;A;35;Direct Mail
UB006952054;N;A;13;Email
UB0070115116;N;A;13;Email
UB0070902213;N;A;13;Email
UB0070927920;N;A;13;Email
UB0071217410;N;A;35;Direct Mail
UB0071811415;N;A;35;Email
UB0071981513;N;A;35;Web
UB0072039111;N;A;35;Email
UB007216059;N;A;35;Email
UB0072343710;N;A;1;Web
UB0072597812;Y;A;13;Web
UB0072658817;N;A;35;Web
UB007278758;N;A;13;Web
UB0072795810;N;A;13;Web
UB0072970720;N;A;35;Email
UB007429571;N;A;13;Email
UB0074332818;N;A;35;Email
UB0074425012;N;A;35;Email
UB0074534911;N;A;35;Direct Mail
UB0074662812;Y;A;35;Email
UB007478659;N;A;35;Web
UB0074874916;N;A;35;Email
UB0074884817;N;A;54;Direct Mail
UB007531607;N;A;13;Direct Mail
UB0075946412;N;A;13;Email
UB0076869719;N;A;35;Web
UB0077118812;N;A;35;Direct Mail
UB0077137815;N;A;1;Email
UB007771777;N;A;35;Email
UB0078640015;N;A;35;Direct Mail
UB0078795210;N;A;35;Email
UB0079408110;N;A;54;Web
UB008012662;N;A;35;Direct Mail
UB008042783;N;A;54;Web
UB0081733812;N;A;59;Direct Mail
UB008179163;N;A;13;Web
UB008189555;N;A;13;Direct Mail
UB0082321110;N;A;13;Direct Mail
UB0082330215;N;A;13;Email
UB008288891;N;A;13;Direct Mail
UB008300001;N;A;13;Direct Mail
UB0083910020;N;A;35;Direct Mail
UB0084326820;N;A;13;Web
UB0084548720;N;A;13;Email
UB008500166;N;A;35;Email
UB008521521;N;A;35;Direct Mail
UB008534326;N;A;35;Web
UB0085574220;N;A;35;Direct Mail
UB0085700318;Y;A;35;Email
UB008618647;N;A;13;Web
UB0087969218;N;A;13;Email
UB0087985819;N;A;13;Direct Mail
UB0087994020;N;A;13;Web
UB0089261212;N;A;35;Direct Mail
UB009063544;N;A;13;Direct Mail
UB0091242812;N;A;13;Email
UB0091381413;N;A;35;Direct Mail
UB0091401010;N;A;13;Direct Mail
UB009141199;N;A;13;Web
UB009173282;N;A;35;Email
UB0091906815;N;A;35;Direct Mail
UB0092204717;N;A;13;Web
UB009239615;N;A;35;Email
UB009378542;N;A;35;Email
UB0094098110;Y;A;13;Email
UB0094682210;N;A;13;Direct Mail
UB009482813;N;A;13;Email
UB009484898;N;A;13;Email
UB009504853;N;A;13;Email
UB0095142618;N;A;13;Direct Mail
UB009585796;N;A;35;Email
UB0096643211;N;A;35;Email
UB0096997216;N;A;35;Email
UB0098260318;N;A;35;Email
UB009842949;N;A;35;Email
UB0098448419;N;A;35;Email
UB0100931516;N;A;13;Direct Mail
UB010212529;N;A;13;Direct Mail
UB0102414012;N;A;13;Email
UB0102421515;N;A;13;Email
UB0102444715;N;A;35;Email
UB0102479319;N;A;13;Email
UB0103122819;N;A;13;Web
UB0103501318;N;A;35;Direct Mail
UB010447675;N;A;31;Direct Mail
UB010461765;Y;A;59;Email
UB0104836217;N;A;31;Email
UB0104852912;N;A;13;Direct Mail
UB010540145;N;A;35;Email
UB0105900513;N;A;13;Web
UB010591201;N;A;13;Direct Mail
UB0106252014;N;A;13;Web
UB010628507;N;A;13;Email
UB0106495515;N;A;13;Email
UB0107328718;N;A;35;Email
UB010736187;N;A;13;Email
UB0107839314;N;A;13;Email
UB010784191;N;A;13;Email
UB010812154;N;A;13;Direct Mail
UB010823129;N;A;13;Email
UB0108258511;N;A;2;Direct Mail
UB0108574512;N;A;13;Web
UB010973692;N;A;35;Web
UB0109915912;N;A;35;Direct Mail
UB0110570916;N;A;13;Email
UB011063272;N;A;13;Email
UB0111260618;N;A;13;Email
UB0111424812;N;A;13;Direct Mail
UB011229693;N;A;35;Email
UB0112427019;N;A;35;Web
UB011251865;N;A;31;Email
UB011258636;N;A;35;Direct Mail
UB011292796;N;A;35;Email
UB011312005;N;A;35;Email
UB0114005217;N;A;2;Email
UB011416962;Y;A;35;Direct Mail
UB011587321;N;A;13;Email
UB0116108216;N;A;2;Direct Mail
UB011695983;N;A;35;Email
UB0117071119;N;A;13;Web
UB0117225315;N;A;31;Direct Mail
UB0117383011;N;A;31;Email
UB0117441611;N;A;35;Direct Mail
UB0117697318;N;A;35;Email
UB011786314;N;A;2;Email
UB011812549;N;A;13;Web
UB011865502;Y;A;13;Email
UB011886978;N;A;35;Email
UB0118994317;N;A;13;Web
UB0119166717;N;A;13;Direct Mail
UB0119555116;N;A;13;Direct Mail
UB012064814;N;A;2;Web
UB012069865;N;A;7;Email
UB0121348711;Y;A;2;Direct Mail
UB012172721;N;A;59;Email
UB0121748818;N;A;7;Web
UB0122022717;N;A;2;Web
UB0122424518;N;A;59;Email
UB0123205715;N;A;13;Direct Mail
UB012325371;Y;A;2;Email
UB012334779;N;A;35;Direct Mail
UB0123709815;N;A;13;Web
UB012380628;N;A;13;Web
UB0123957310;N;A;2;Direct Mail
UB0124097710;Y;A;13;Direct Mail
UB012490518;N;A;35;Web
UB0125937314;N;A;13;Direct Mail
UB012672698;N;A;2;Email
UB012672931;N;A;2;Email
UB0127076813;N;A;2;Direct Mail
UB0128538617;N;A;13;Direct Mail
UB012854938;N;A;13;Email
UB0128715011;Y;A;13;Email
UB0129265515;N;A;13;Email
UB012932999;N;A;13;Direct Mail
UB0129573213;N;A;13;Email
UB0130830317;N;A;35;Web
UB0131361815;N;A;35;Direct Mail
UB013156478;N;A;13;Email
UB013191026;Y;A;13;Email
UB0131977113;N;A;59;Web
UB0132132213;N;A;59;Email
UB0133599117;N;A;35;Web
UB013393993;N;A;35;Direct Mail
UB013409753;N;A;35;Web
UB013571692;N;A;13;Email
UB013592494;N;A;2;Email
UB0136149215;N;A;35;Email
UB013678125;N;A;13;Web
UB0136939610;N;A;13;Direct Mail
UB013728795;N;A;13;Email
UB0137604515;N;A;13;Email
UB0138380118;N;A;2;Direct Mail
UB0138512915;N;A;13;Email
UB013912677;N;A;33;Email
UB013940974;N;A;2;Direct Mail
UB013987007;Y;A;13;Web
UB014027833;N;A;2;Email
UB014053494;N;A;13;Email
UB0140626317;N;A;2;Email
UB014077171;N;A;13;Direct Mail
UB0140887115;N;A;13;Email
UB0140894711;N;A;13;Email
UB0140963010;N;A;13;Direct Mail
UB0141203012;N;A;33;Email
UB0141613014;N;A;13;Direct Mail
UB0141902713;N;A;33;Email
UB014194233;N;A;13;Email
UB014222608;N;A;13;Web
UB014233183;N;A;35;Direct Mail
UB0142844010;N;A;13;Email
UB0143101414;N;A;35;Web
UB0143183216;N;A;13;Web
UB0143879519;N;A;35;Email
UB0143923110;N;A;2;Direct Mail
UB0144562612;N;A;35;Email
UB014469549;N;A;35;Email
UB0145520312;N;A;13;Email
UB0146805715;N;A;35;Email
UB014713829;N;A;34;Email
UB0147987216;N;A;34;Direct Mail
UB0148103516;N;A;2;Direct Mail
UB014841953;N;A;13;Web
UB014927351;N;A;13;Web
UB014945257;N;A;13;Email
UB0149697510;N;A;32;Email
UB0150092514;N;A;34;Email
UB015064766;N;A;13;Direct Mail
UB0150662518;N;A;13;Web
UB015094707;N;A;13;Email
UB015142073;N;A;3;Email
UB015221685;N;A;13;Email
UB015226143;N;A;13;Email
UB015289756;N;A;10;Email
UB015296844;N;A;35;Web
UB0153297719;N;A;35;Direct Mail
UB0153647310;N;A;35;Direct Mail
UB015397744;N;A;13;Email
UB015404831;N;A;54;Email
UB0154158015;N;A;13;Email
UB015417703;N;A;35;Web
UB015467128;N;A;13;Web
UB0154904720;N;A;3;Direct Mail
UB0154952615;N;A;35;Email
UB0155228020;N;A;13;Direct Mail
UB015530155;N;A;35;Email
UB0157503419;N;A;3;Email
UB015798383;N;A;35;Web
UB0158172719;N;A;1;Email
UB0158995111;N;A;56;Direct Mail
UB0159718612;N;A;35;Web
UB0160255620;N;A;35;Email
UB0160578113;N;A;33;Direct Mail
UB016064589;Y;A;3;Email
UB0160766219;N;A;35;Email
UB0161764616;N;A;13;Web
UB0161820611;N;A;13;Direct Mail
UB0161927912;N;A;13;Web
UB0163468214;N;A;7;Email
UB0164995320;N;A;3;Direct Mail
UB016574023;N;A;7;Email
UB016634838;N;A;13;Web
UB0166479615;N;A;34;Direct Mail
UB0166619710;N;A;13;Email
UB016671793;Y;A;31;Email
UB0167256716;N;A;31;Email
UB016727737;Y;A;3;Web
UB0167813517;N;A;3;Direct Mail
UB0167865518;N;A;35;Web
UB016804048;N;A;13;Email
UB016829707;N;A;54;Email
UB016843982;N;A;35;Email
UB0169473613;N;A;35;Direct Mail
UB0170005318;N;A;35;Email
UB0170277811;N;A;35;Email
UB0170343819;N;A;35;Email
UB017043371;N;A;32;Email
UB017106805;N;A;31;Web
UB017123716;N;A;31;Direct Mail
UB0171297512;N;A;7;Direct Mail
UB0171548113;N;A;34;Email
UB0172453311;N;A;54;Direct Mail
UB017343344;N;A;56;Direct Mail
UB017359762;N;A;56;Email
UB017397886;N;A;13;Email
UB0173988715;N;A;13;Direct Mail
UB017414615;N;A;13;Direct Mail
UB017437807;N;A;9;Email
UB017506941;N;A;9;Web
UB017548864;N;A;35;Email
UB0175655019;N;A;35;Email
UB017754934;N;A;32;Direct Mail
UB0177675611;N;A;9;Direct Mail
UB0181680017;N;A;9;Email
UB018196978;N;A;35;Web
UB018227415;N;A;56;Email
UB0182436616;N;A;13;Email
UB0182478817;N;A;35;Web
UB0182493711;N;A;35;Direct Mail
UB018253635;N;A;9;Direct Mail
UB0182552020;N;A;9;Direct Mail
UB0182657719;N;A;35;Direct Mail
UB018557588;N;A;33;Email
UB018595291;N;A;54;Email
UB018641312;N;A;35;Direct Mail
UB018656586;N;A;35;Email
UB0186990820;N;A;54;Web
UB018736037;N;A;31;Email
UB018743205;N;A;35;Email
UB0189339512;N;A;35;Email
UB0190133920;N;A;32;Direct Mail
UB019020486;N;A;35;Direct Mail
UB0190629615;N;A;31;Web
UB019070213;N;A;54;Web
UB019073514;N;A;59;Direct Mail
UB019211887;Y;A;13;Web
UB019316827;N;A;59;Direct Mail
UB0193359719;N;A;56;Direct Mail
UB019400973;N;A;13;Web
UB019466988;N;A;1;Email
UB019479935;N;A;7;Web
UB0195083115;N;A;59;Direct Mail
UB0195198717;N;A;31;Web
UB0195237315;N;A;59;Email
UB0195359519;N;A;7;Direct Mail
UB0195666313;N;A;7;Email
UB019585298;N;A;32;Email
UB019589412;N;A;1;Web
UB0196220818;N;A;32;Web
UB0196303218;N;A;35;Email
UB019643039;N;A;13;Web
UB019656159;N;A;32;Email
UB019695676;N;A;13;Web
UB019953312;N;A;13;Web
UB019972951;N;A;56;Direct Mail
UB0200356412;N;A;35;Web
UB020038531;N;A;35;Web
UB0200905811;N;A;35;Web
UB0200953815;N;A;31;Direct Mail
UB020096787;N;A;31;Direct Mail
UB020101065;N;A;1;Direct Mail
UB020201478;N;A;1;Web
UB020278112;N;A;35;Direct Mail
UB020326887;N;A;31;Email
UB0203918814;N;A;7;Direct Mail
UB020439661;N;A;10;Direct Mail
UB0205172019;Y;A;31;Email
UB0205745318;N;A;59;Direct Mail
UB0205921015;N;A;59;Web
UB0205980613;N;A;54;Email
UB020629252;N;A;13;Web
UB020658527;N;A;1;Email
UB0207974720;N;A;13;Email
UB0209337519;N;A;7;Direct Mail
UB0209773113;N;A;10;Direct Mail
UB020979964;N;A;1;Direct Mail
UB020988043;N;A;1;Web
UB0210899120;N;A;32;Email
UB0210973418;N;A;13;Direct Mail
UB0211110219;N;A;13;Email
UB021117062;N;A;10;Email
UB0211646517;N;A;13;Web
UB0211694518;N;A;54;Web
UB021182226;N;A;13;Web
UB0212044215;N;A;31;Web
UB021225626;N;A;31;Web
UB0212456811;N;A;59;Direct Mail
UB021270178;N;A;35;Web
UB021271401;N;A;35;Email
UB0212895712;N;A;31;Email
UB0212913810;N;A;31;Web
UB021306981;N;A;7;Web
UB021353251;N;A;31;Email
UB021393191;N;A;13;Email
UB0214066316;N;A;31;Email
UB021607037;N;A;35;Email
UB021614619;N;A;54;Direct Mail
UB021627253;N;A;54;Email
UB021649867;N;A;54;Direct Mail
UB021658502;N;A;35;Email
UB0216604911;N;A;35;Email
UB0216655117;N;A;54;Web
UB021692827;N;A;35;Web
UB0217941415;N;A;35;Direct Mail
UB021824911;N;A;13;Direct Mail
UB021923591;N;A;31;Web
UB0219959417;N;A;32;Email
UB022009135;N;A;1;Email
UB022028364;N;A;32;Email
UB0220501117;N;A;13;Direct Mail
UB022124964;N;A;35;Web
UB0221445016;N;A;13;Direct Mail
UB022156716;N;A;35;Email
UB0222408713;N;A;35;Web
UB022313556;N;A;13;Email
UB022348881;N;A;13;Direct Mail
UB022352161;N;A;35;Email
UB0223581018;N;A;31;Direct Mail
UB0224044815;N;A;13;Email
UB022421475;N;A;13;Email
UB0224330117;N;A;35;Web
UB0224974611;N;A;1;Email
UB022508761;N;A;13;Email
UB0225098318;Y;A;7;Email
UB0225147820;N;A;1;Email
UB0225200513;N;A;35;Email
UB0226189914;N;A;31;Direct Mail
UB022619567;N;A;31;Direct Mail
UB022660546;N;A;13;Web
UB022815588;N;A;13;Email
UB022834065;N;A;35;Web
UB0228834818;Y;A;13;Direct Mail
UB022927205;N;A;1;Web
UB0229404912;N;A;13;Email
UB022955742;N;A;35;Web
UB0229951920;N;A;13;Direct Mail
UB023321618;N;A;13;Email
UB023337896;N;A;35;Email
UB0233698011;N;A;35;Direct Mail
UB0234873820;N;A;35;Direct Mail
UB0235044517;N;A;35;Email
UB023543306;N;A;13;Direct Mail
UB0236945215;N;A;13;Direct Mail
UB0237474217;N;A;13;Web
UB0237932920;N;A;13;Email
UB0238153116;N;A;13;Email
UB023846837;N;A;13;Email
UB0238726413;N;A;13;Direct Mail
UB023885286;N;A;13;Web
UB0239163912;N;A;13;Web
UB023918862;N;A;13;Email
UB0240165119;N;A;13;Email
UB024023455;N;A;13;Direct Mail
UB0240647818;N;A;13;Email
UB024124509;N;A;35;Email
UB024167337;N;A;35;Web
UB024169495;N;A;35;Email
UB024205601;N;A;13;Email
UB0242079211;N;A;13;Direct Mail
UB024369475;N;A;35;Web
UB0244290319;N;A;13;Email
UB024437943;N;A;35;Email
UB0244576520;Y;A;35;Direct Mail
UB024558224;N;A;13;Web
UB0246419617;N;A;35;Email
UB024657229;N;A;35;Email
UB0246819714;N;A;35;Web
UB024687007;N;A;13;Direct Mail
UB0246920311;N;A;35;Email
UB024725385;N;A;35;Direct Mail
UB024744438;N;A;35;Email
UB024749144;N;A;13;Email
UB0248259415;N;A;13;Email
UB0248270118;N;A;13;Email
UB0248552215;N;A;13;Email
UB0248675120;N;A;35;Direct Mail
UB0249019120;N;A;35;Web
UB024915797;N;A;35;Email
UB024921489;N;A;13;Web
UB0249374014;N;A;35;Email
UB024940781;N;A;13;Email
UB0249587715;N;A;13;Direct Mail
UB0250583214;N;A;13;Web
UB025075982;N;A;13;Direct Mail
UB025080757;N;A;13;Email
UB0251812416;N;A;13;Email
UB025265157;N;A;13;Email
UB025300381;N;A;13;Email
UB0254406214;N;A;13;Web
UB025442601;N;A;13;Email
UB025460594;N;A;13;Web
UB025466202;N;A;54;Web
UB0255607414;N;A;13;Web
UB0255808816;N;A;13;Email
UB025645577;N;A;13;Email
UB0256769114;N;A;35;Email
UB0257403615;N;A;35;Email
UB0257426715;N;A;32;Web
UB0257863118;N;A;35;Email
UB0259023019;N;A;35;Email
UB025920125;N;A;35;Email
UB0259351519;N;A;35;Email
UB026046272;N;A;13;Direct Mail
UB0260651510;N;A;13;Web
UB026070674;N;A;13;Web
UB026179003;N;A;13;Email
UB026190396;N;A;13;Direct Mail
UB026190705;N;A;13;Email
UB0262124117;N;A;7;Web
UB026451665;N;A;13;Direct Mail
UB0264600810;N;A;35;Email
UB026481112;Y;A;13;Direct Mail
UB026496225;N;A;13;Direct Mail
UB0265296417;N;A;35;Email
UB0265684118;N;A;13;Email
UB026605201;N;A;35;Direct Mail
UB0266178311;N;A;13;Direct Mail
UB0266643618;N;A;35;Email
UB0266791314;N;A;54;Email
UB026707196;N;A;13;Email
UB0267098219;N;A;35;Web
UB0268020511;N;A;31;Email
UB0268214413;N;A;35;Email
UB026855274;N;A;35;Email
UB0268922210;N;A;35;Direct Mail
UB026995027;N;A;13;Email
UB0270192810;N;A;35;Web
UB0270636420;Y;A;35;Email
UB0270913711;N;A;35;Email
UB027123055;N;A;13;Email
UB027150272;N;A;13;Direct Mail
UB027167029;N;A;13;Direct Mail
UB027271886;N;A;13;Direct Mail
UB0272860811;N;A;35;Email
UB0273331916;N;A;13;Direct Mail
UB027409915;N;A;35;Email
UB0274443110;N;A;35;Email
UB0274508110;Y;A;54;Email
UB027454955;N;A;13;Direct Mail
UB0275122019;N;A;35;Email
UB027533177;N;A;13;Direct Mail
UB0275850612;Y;A;35;Email
UB0275988415;N;A;13;Web
UB0276153419;N;A;13;Email
UB027620292;N;A;35;Email
UB0276465216;N;A;7;Email
UB027705277;N;A;13;Direct Mail
UB027802945;N;A;31;Web
UB0278105220;N;A;13;Email
UB0278191212;N;A;13;Email
UB0278615013;N;A;13;Email
UB027875546;N;A;35;Email
UB027880325;N;A;13;Direct Mail
UB0278914713;N;A;31;Web
UB027899801;Y;A;13;Email
UB0279621712;N;A;13;Email
UB0279716519;Y;A;1;Email
UB028017107;N;A;13;Direct Mail
UB0280520817;N;A;13;Web
UB0280546312;N;A;13;Email
UB0280552116;N;A;13;Direct Mail
UB0280731117;Y;A;13;Direct Mail
UB0281098415;N;A;54;Email
UB028188969;N;A;13;Email
UB0282038919;N;A;1;Email
UB0282749119;N;A;35;Email
UB028281354;N;A;35;Web
UB028283178;N;A;7;Direct Mail
UB0283214516;N;A;35;Email
UB0284035314;N;A;35;Direct Mail
UB0284173210;N;A;35;Email
UB028444705;N;A;54;Email
UB0284699611;N;A;13;Email
UB0284725912;N;A;35;Email
UB0284763019;N;A;13;Web
UB0285080816;N;A;54;Email
UB0286561620;N;A;13;Email
UB0286680416;N;A;13;Web
UB028685115;N;A;13;Web
UB0287266111;N;A;35;Email
UB028753592;N;A;7;Web
UB0288289216;N;A;1;Direct Mail
UB028915051;N;A;1;Email
UB028940461;N;A;13;Email
UB0289597710;N;A;13;Email
UB0289973016;N;A;35;Web
UB0290643614;N;A;1;Web
UB0290728520;N;A;13;Direct Mail
UB0290881220;N;A;7;Direct Mail
UB0290980214;N;A;13;Direct Mail
UB029098285;N;A;13;Web
UB029169301;N;A;13;Email
UB0292439719;N;A;35;Email
UB0293155816;N;A;1;Direct Mail
UB0293314116;N;A;1;Email
UB029341722;N;A;35;Web
UB0293920514;N;A;35;Email
UB0294096311;N;A;35;Email
UB0294345419;N;A;35;Email
UB029447593;N;A;35;Web
UB0295071517;N;A;7;Direct Mail
UB029547179;N;A;1;Direct Mail
UB0295540917;N;A;13;Web
UB0296134010;N;A;13;Web
UB0297458214;N;A;13;Web
UB029746653;N;A;13;Direct Mail
UB0297954019;Y;A;13;Direct Mail
UB0298303912;N;A;35;Email
UB0298391415;N;A;35;Email
UB029891197;N;A;35;Web
UB029936655;N;A;13;Direct Mail
UB030020601;N;A;35;Email
UB0300745720;N;A;35;Direct Mail
UB0301868618;N;A;13;Web
UB030203773;N;A;13;Email
UB0302550916;N;A;35;Email
UB0303004613;N;A;13;Web
UB030333621;N;A;13;Email
UB0303584714;N;A;1;Direct Mail
UB030400608;N;A;13;Email
UB0304014416;N;A;13;Email
UB0304458314;N;A;1;Direct Mail
UB030513569;N;A;1;Web
UB0306121511;N;A;35;Email
UB0306125610;N;A;35;Email
UB030667353;N;A;35;Email
UB030680461;N;A;35;Email
UB030735749;N;A;35;Email
UB0307396215;N;A;1;Email
UB0307591810;N;A;13;Email
UB030778234;N;A;13;Email
