State,Ordered On,Product Category 1,Product Category 2,Product Category 3,Product Category 4,Total Net Sales,Total Gross Sales,Order ID,Market Segment
California,2009-08-21 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1943,$1865.53,$1865.53,1,CONSUMER
California,2009-08-21 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1961,$70.99,$72.4388,1,CORPORATE
California,2009-08-21 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 334,$186.69,$194.4688,1,CORPORATE
California,2009-08-21 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory18,$953.95,$973.4184,1,CORPORATE
California,2009-08-21 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory30,$3255.86,$3463.6809,1,CONSUMER
California,2009-08-22 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1940,$399.24,$403.2727,1,HOME OFFICE
California,2009-08-27 00:00:00,FURNITURE,BOOKCASES,WOODEN BOOKCASES,Bush Mission Pointe Library,$2605.72,$2686.3093,1,CORPORATE
California,2009-08-27 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC Wire Binding Strips,$1198.04,$1222.4898,1,CORPORATE
California,2009-08-27 00:00:00,OFFICE SUPPLIES,ENVELOPES,BUSINESS ENVELOPES,Staples Standard Envelopes,$139.66,$142.5102,1,CORPORATE
California,2009-08-29 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1956,$11.04,$12.1319,1,HOME OFFICE
California,2009-08-29 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory32,$709.82,$771.5435,1,HOME OFFICE
California,2009-08-30 00:00:00,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Global Super Steno Chair,$2807.47,$3085.1319,1,HOME OFFICE
California,2009-08-30 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Verbatim DVD Rewritable Disc,$176.41,$187.6702,1,HOME OFFICE
California,2009-08-31 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC VeloBind Cover Sets,$375.15,$382.8061,1,CORPORATE
California,2009-08-31 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1888,$1680.71,$1867.4556,1,CORPORATE
California,2009-08-31 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,CF 888,$8271.48,$8527.299,1,CORPORATE
California,2009-09-02 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,Economy #2 Pencils,$57.69,$60.0938,1,HOME OFFICE
California,2009-09-02 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Akro-Mils 12-Gallon Tote,$143.96,$158.1978,1,CONSUMER
California,2009-09-02 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Keyboard-In-A-Box®,$118.04,$121.6907,1,CONSUMER
California,2009-09-02 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens 5185I,$2792.15,$2970.3723,1,CONSUMER
California,2009-09-03 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1895,$21.85,$23.4946,1,CONSUMER
California,2009-09-03 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,STORAGE CABINETS,Tennsco Single-Tier Lockers,$13911.67,$14341.9278,1,CONSUMER
California,2009-09-03 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,i500plus,$1866.84,$1986,1,CONSUMER
California,2009-09-04 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Round Ring Binders,$53.93,$56.1771,1,CORPORATE
California,2009-09-04 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 519,$72.28,$78.5652,1,CORPORATE
California,2009-09-04 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell Chalk Holder,$164.51,$164.51,1,CORPORATE
California,2009-09-04 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 7190,$6146.84,$6272.2857,1,CORPORATE
California,2009-09-05 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1957,$304.13,$323.5426,1,CORPORATE
California,2009-09-06 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,12 Colored Short Pencils,$34.41,$36.2211,1,SMALL BUSINESS
California,2009-09-07 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 327,$73.68,$77.5579,1,HOME OFFICE
California,2009-09-12 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,BINDER CLIPS,Acco® Hot Clips™ Clips to Go,$162.16,$170.6947,1,HOME OFFICE
California,2009-09-13 00:00:00,FURNITURE,BOOKCASES,METAL BOOKCASES,"Hon Metal Bookcases, Gray",$2640.52,$2694.4082,1,CONSUMER
California,2009-09-13 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,Storex Dura Pro™ Binders,$184.29,$193.9895,1,CONSUMER
California,2009-09-13 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Durable Binders,$94.55,$95.5051,1,CONSUMER
California,2009-09-14 00:00:00,OFFICE SUPPLIES,APPLIANCES,VACUUM CLEANERS,Euro-Pro Shark Turbo Vacuum,$724.82,$739.6122,1,HOME OFFICE
California,2009-09-14 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,Angle-D Ring Binders,$94.82,$97.7526,1,CORPORATE
California,2009-09-14 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 512,$123.53,$123.53,1,SMALL BUSINESS
California,2009-09-14 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1881,$162.11,$168.8646,1,SMALL BUSINESS
California,2009-09-14 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 207,$59.05,$64.1848,1,HOME OFFICE
California,2009-09-14 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,Stockwell Gold Paper Clips,$59.57,$60.1717,1,CORPORATE
California,2009-09-14 00:00:00,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Fiskars® Softgrip Scissors,$321.95,$331.9072,1,CORPORATE
California,2009-09-14 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 2160,$5565.29,$5678.8673,1,CORPORATE
California,2009-09-15 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 479,$78.26,$81.5208,1,CORPORATE
California,2009-09-15 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,I888 World Phone,$3549.74,$3659.5258,1,CORPORATE
California,2009-09-19 00:00:00,FURNITURE,BOOKCASES,METAL BOOKCASES,"Hon Metal Bookcases, Black",$1122.22,$1233.2088,1,HOME OFFICE
California,2009-09-19 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Hanging File Binders,$275.03,$289.5053,1,HOME OFFICE
California,2009-09-19 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Prismacolor Color Pencil Set,$832.59,$858.3402,1,HOME OFFICE
California,2009-09-20 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC VeloBind Cover Sets,$25.02,$25.2727,1,CORPORATE
California,2009-09-20 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 315,$65.37,$68.0938,1,CORPORATE
California,2009-09-21 00:00:00,TECHNOLOGY,OFFICE MACHINES,TELEPHONES,"210 Trimline Phone, White",$570.24,$576,1,CORPORATE
California,2009-09-22 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Vinyl Sectional Post Binders,$788.85,$839.2021,1,CONSUMER
California,2009-09-22 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,TDK 4.7GB DVD-R,$477.38,$492.1443,1,CONSUMER
California,2009-09-23 00:00:00,FURNITURE,OFFICE FURNISHINGS,DESK LAMPS,Magnifier Swing Arm Lamp,$229.67,$241.7579,1,HOME OFFICE
California,2009-09-24 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Keyboard-In-A-Box®,$183.52,$189.1959,1,CORPORATE
California,2009-09-27 00:00:00,FURNITURE,BOOKCASES,METAL BOOKCASES,"Hon Metal Bookcases, Black",$1823.04,$2003.3407,1,CORPORATE
California,2009-09-27 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1885,$675.23,$750.2556,1,CORPORATE
California,2009-09-27 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory5,$363.5,$363.5,1,CORPORATE
California,2009-09-29 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Keytronic French Keyboard,$3333.1,$3703.4444,1,CONSUMER
California,2009-10-02 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Surelock™ Post Binders,$1288.97,$1416.4505,1,SMALL BUSINESS
California,2009-10-03 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Crayola Colored Pencils,$83.27,$90.5109,1,SMALL BUSINESS
California,2009-10-06 00:00:00,FURNITURE,BOOKCASES,METAL BOOKCASES,"Hon Metal Bookcases, Putty",$2438.48,$2709.4222,1,HOME OFFICE
California,2009-10-06 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 491,$36.63,$38.9681,1,HOME OFFICE
California,2009-10-14 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 191,$869.92,$935.3978,1,CORPORATE
California,2009-10-14 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 313,$140.09,$141.5051,1,CORPORATE
California,2009-10-16 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Lock-Up Easel 'Spel-Binder',$1355.47,$1411.9479,1,CORPORATE
California,2009-10-17 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 474,$18.05,$19.2021,1,HOME OFFICE
California,2009-10-17 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1948,$204.42,$215.1789,1,HOME OFFICE
California,2009-10-17 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Assorted Color Push Pins,$33.21,$35.3298,1,CONSUMER
California,2009-10-17 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Pizazz® Global Quick File™,$746.33,$769.4124,1,HOME OFFICE
California,2009-10-17 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC Analog,$3407.48,$3407.48,1,HOME OFFICE
California,2009-10-18 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDER ACCESSORIES,Cardinal® Hold-It CD Pocket,$286.91,$318.7889,1,CORPORATE
California,2009-10-22 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 220,$53.29,$53.8283,1,CORPORATE
California,2009-10-22 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 341,$5.84,$6.4176,1,CORPORATE
California,2009-10-23 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1882,$124.5,$131.0526,1,HOME OFFICE
California,2009-10-24 00:00:00,FURNITURE,OFFICE FURNISHINGS,LIGHTING,G.E. Halogen Desk Lamp Bulbs,$239.3,$254.5745,1,CORPORATE
California,2009-10-24 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1947,$260.41,$260.41,1,CORPORATE
California,2009-10-24 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1987,$295.04,$301.0612,1,CORPORATE
California,2009-10-29 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1893,$718.41,$798.2333,1,CORPORATE
California,2009-10-30 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1964,$733.12,$796.8696,1,SMALL BUSINESS
California,2009-10-30 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1997,$170.4,$173.8776,1,HOME OFFICE
California,2009-11-03 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Recycled Easel Ring Binders,$533.68,$580.087,1,HOME OFFICE
California,2009-11-03 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Cordless Access Duo,$2190.38,$2212.5051,1,HOME OFFICE
California,2009-11-03 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 600 Series Flip,$1062.24,$1118.1474,1,HOME OFFICE
California,2009-11-04 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 473,$120.35,$126.6842,1,CONSUMER
California,2009-11-04 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 196,$54.78,$60.8667,1,SMALL BUSINESS
California,2009-11-04 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory38,$1912.9,$2056.8817,1,CONSUMER
California,2009-11-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 6120I,$1816.26,$1932.1915,1,CORPORATE
California,2009-11-06 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 510,$22.78,$23.0101,1,CONSUMER
California,2009-11-06 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1902,$381.51,$410.2258,1,CONSUMER
California,2009-11-06 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1954,$28,$28,1,CONSUMER
California,2009-11-06 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 600 Series Flip,$3733.63,$4102.8901,1,CONSUMER
California,2009-11-08 00:00:00,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Novimex Fabric Task Chair,$2555.12,$2839.0222,1,HOME OFFICE
California,2009-11-09 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 218,$317.22,$317.22,1,CORPORATE
California,2009-11-12 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1888,$1623.12,$1764.2609,1,HOME OFFICE
California,2009-11-12 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,"Memorex 4.7GB DVD-R, 3/Pack",$65.48,$66.8163,1,HOME OFFICE
California,2009-11-17 00:00:00,OFFICE SUPPLIES,ENVELOPES,SPECIALTY ENVELOPES,Airmail Envelopes,$1135.55,$1208.0319,1,SMALL BUSINESS
California,2009-11-21 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Arch Ring Binders,$232.4,$232.4,1,HOME OFFICE
California,2009-11-21 00:00:00,OFFICE SUPPLIES,ENVELOPES,SPECIALTY ENVELOPES,Poly String Tie Envelopes,$77.92,$81.1667,1,HOME OFFICE
California,2009-11-27 00:00:00,FURNITURE,OFFICE FURNISHINGS,DOOR ACCESSORIES,Ultra Door Push Plate,$83.68,$90.9565,1,HOME OFFICE
California,2009-11-27 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC VeloBinder Strips,$299.24,$314.9895,1,HOME OFFICE
California,2009-11-27 00:00:00,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Acme® Box Cutter Scissors,$58.4,$64.1758,1,HOME OFFICE
California,2009-12-04 00:00:00,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,"Leather Task Chair, Black",$711.44,$711.44,1,CORPORATE
California,2009-12-05 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDER ACCESSORIES,Avery Poly Binder Pockets,$144.03,$148.4845,1,HOME OFFICE
California,2009-12-05 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1933,$183.35,$193,1,HOME OFFICE
California,2009-12-06 00:00:00,FURNITURE,TABLES,END TABLES,Laminate Occasional Tables,$7698.44,$7776.202,1,HOME OFFICE
California,2009-12-09 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Microsoft Internet Keyboard,$818.22,$826.4848,1,CORPORATE
California,2009-12-11 00:00:00,OFFICE SUPPLIES,APPLIANCES,VACUUM CLEANERS,Euro-Pro Shark Turbo Vacuum,$1442.54,$1602.8222,1,HOME OFFICE
California,2009-12-15 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 198,$42.49,$43.3571,1,CORPORATE
California,2009-12-16 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1924,$198.16,$213.0753,1,SMALL BUSINESS
California,2009-12-18 00:00:00,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,SAFCO Folding Chair Trolley,$4804.03,$4852.5556,1,CORPORATE
California,2009-12-18 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDER ACCESSORIES,Avery Hole Reinforcements,$163.41,$175.7097,1,CORPORATE
California,2009-12-18 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Desktop 3-Pocket Hot File®,$2144.71,$2306.1398,1,SMALL BUSINESS
California,2009-12-20 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 506,$158.11,$166.4316,1,HOME OFFICE
California,2009-12-20 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1884,$62.11,$67.5109,1,HOME OFFICE
California,2009-12-20 00:00:00,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,"Fiskars 8"" Scissors, 2/Pack",$510.92,$561.4505,1,CORPORATE
California,2009-12-24 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1897,$75.78,$76.5455,1,CORPORATE
California,2009-12-24 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory21,$328.62,$345.9158,1,CORPORATE
California,2009-12-26 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Durable Pressboard Binders,$143.41,$157.5934,1,HOME OFFICE
California,2009-12-31 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC Binding covers,$226.52,$257.4091,1,CORPORATE
California,2010-01-05 00:00:00,FURNITURE,OFFICE FURNISHINGS,DOOR ACCESSORIES,Ultra Door Pull Handle,$433.94,$456.7789,1,CONSUMER
California,2010-01-05 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDER ACCESSORIES,Acco 3-Hole Punch,$117.72,$122.625,1,CONSUMER
California,2010-01-05 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Prang Dustless Chalk Sticks,$17.23,$18.7283,1,CONSUMER
California,2010-01-05 00:00:00,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,"Fiskars 8"" Scissors, 2/Pack",$48.77,$55.4205,1,HOME OFFICE
California,2010-01-05 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Keyboard-In-A-Box®,$689.78,$783.8409,1,HOME OFFICE
California,2010-01-05 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Pocket Keypad,$574.22,$652.5227,1,CONSUMER
California,2010-01-05 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Microsoft Office Keyboard,$1690.74,$1725.2449,1,CONSUMER
California,2010-01-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,CF 768,$600.68,$606.7475,1,CONSUMER
California,2010-01-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 6000,$2783.93,$2961.6277,1,CONSUMER
California,2010-01-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,P280,$3221.68,$3501.8261,1,HOME OFFICE
California,2010-01-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory18,$1205.33,$1296.0538,1,CONSUMER
California,2010-01-06 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1986,$101.22,$113.7303,1,CORPORATE
California,2010-01-08 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 517,$31.17,$31.8061,1,CORPORATE
California,2010-01-09 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 51,$130.64,$136.0833,1,HOME OFFICE
California,2010-01-09 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 485,$117.58,$127.8043,1,HOME OFFICE
California,2010-01-10 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Access Keyboard,$145.78,$156.7527,1,CONSUMER
California,2010-01-10 00:00:00,TECHNOLOGY,COPIERS AND FAX,COPIERS,Canon PC940 Copier,$12502.07,$12757.2143,1,CONSUMER
California,2010-01-10 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,M3682,$132.11,$134.8061,1,SMALL BUSINESS
California,2010-01-10 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory31,$1158.98,$1182.6327,1,CONSUMER
California,2010-01-12 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1952,$168.46,$187.1778,1,HOME OFFICE
California,2010-01-13 00:00:00,OFFICE SUPPLIES,PAPER,WRITINGS PADS,Petty Cash Envelope,$251.48,$285.7727,1,HOME OFFICE
California,2010-01-16 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 506,$203.78,$221.5,1,CORPORATE
California,2010-01-18 00:00:00,FURNITURE,OFFICE FURNISHINGS,FRAMES,Coloredge Poster Frame,$110.5,$112.7551,1,CORPORATE
California,2010-01-18 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Access Keyboard,$647.68,$689.0213,1,CORPORATE
California,2010-01-26 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1982,$78.71,$84.6344,1,CORPORATE
California,2010-01-26 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Assorted Color Push Pins,$87.24,$88.1212,1,SMALL BUSINESS
California,2010-01-26 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,i1000,$731.59,$746.5204,1,CORPORATE
California,2010-01-27 00:00:00,OFFICE SUPPLIES,APPLIANCES,AIR PURIFIERS,Holmes HEPA Air Purifier,$361.29,$410.5568,1,HOME OFFICE
California,2010-01-31 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 2190,$2300.5,$2500.5435,1,HOME OFFICE
California,2010-01-31 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 3285,$7128.04,$7273.5102,1,HOME OFFICE
California,2010-02-03 00:00:00,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,"Global Task Chair, Black",$1508.33,$1694.7528,1,CORPORATE
California,2010-02-03 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 197,$1012.47,$1124.9667,1,CORPORATE
California,2010-02-03 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 332,$53.44,$53.9798,1,CORPORATE
California,2010-02-03 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,Economy #2 Pencils,$66.09,$71.837,1,CORPORATE
California,2010-02-03 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Advantus Push Pins,$52.66,$53.1919,1,CORPORATE
California,2010-02-04 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,American® Pencil,$29.53,$30.1327,1,CORPORATE
California,2010-02-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory6,$1183.57,$1286.4891,1,HOME OFFICE
California,2010-02-10 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 8290,$3498.49,$3930.8876,1,HOME OFFICE
California,2010-02-12 00:00:00,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Novimex Fabric Task Chair,$1631.02,$1647.4949,1,HOME OFFICE
California,2010-02-12 00:00:00,FURNITURE,OFFICE FURNISHINGS,LIGHTING,G.E. Halogen Desk Lamp Bulbs,$208.48,$236.9091,1,HOME OFFICE
California,2010-02-12 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 508,$171.64,$173.3737,1,HOME OFFICE
California,2010-02-12 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1908,$50.74,$57.6591,1,HOME OFFICE
California,2010-02-12 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 230,$197.16,$201.1837,1,HOME OFFICE
California,2010-02-12 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Nontoxic Chalk,$18.25,$18.6224,1,CONSUMER
California,2010-02-12 00:00:00,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Fiskars® Softgrip Scissors,$271.06,$271.06,1,CONSUMER
California,2010-02-12 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Access Keyboard,$234.21,$238.9898,1,CONSUMER
California,2010-02-12 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 252,$2561.05,$2910.2841,1,CONSUMER
California,2010-02-13 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Lumber Crayons,$213.5,$237.2222,1,CORPORATE
California,2010-02-13 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 335,$125.12,$125.12,1,CORPORATE
California,2010-02-13 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC 3000,$1440.63,$1455.1818,1,CORPORATE
